Company url,Company Name,Exhibiting in Events,Intendency,Country,Category,Exhibited in Events,Company Details,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
https://gtm.whr.ai/internal/company/903d48b19e3ac122d770146853322f44,Acetaia Leonardi Giovanni,upcoming,very high,"Modena, Italy",Food & Beverages,Exhibit: 23,"The Vinegar farmhouse Leonardi started its activity in the 18th century but it is from the middle of the 19th century that it has been specialized in theproduction of balsamic vinegar, using the own raw material. In fact, the farmhouse is surrounded by 10 hectares of vineyards mainly with grapes varieties of Trebbiano (white grape) and Lambrusco (red grape). It is a closed cycle farm since all the production steps take place in the same plant. The Balsamic Vinegar is a very unique condiment, produced in limited quantity because linked to the geographical areas of Modena and Reggio Emilia. It seems in fact that the special climate of this region, with high thermic shocks between the very hot summer and the chilly winter enables the grape must to ferment and maturate in the best conditions according to the traditional methods. This tradition is handed down by the Leonardi Family which repeats year after year the same production cycle of their balsamic vinegar, giving birth to an always renewed emotion. So let's follow Giovanni, Clelia and their children Francesco and Clara at the mansion Corte dei Campi Macri, they will tell you about the long and fascinating life path of the real Balsamic Vinegar of Modena.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/c50ab34991b4a37b31103bd94ab483b2,Fudge Kitchen Ltd,upcoming,,"Kent, United Kingdom",Food & Beverages,Exhibit: 12,"Fudge Kitchen is a UK-based luxury fudge retailer, hand-crafting original special recipe fudge using traditional methods for over 40 years.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/65b9525c2ea289fff23d97ff32a40f4e,Cheshire Cheese Company,occasional,,"Nantwich, United Kingdom",Food & Beverages,Exhibit: 6,"The Cheshire Cheese Company produces an amazing range of waxed truckles of cheese, chutneys, and biscuits using local Cheshire milk since 1957.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/29d14d50420f39b7c08197bf50a3ab39,Doehler North America,upcoming,very high,United States,Food & Beverages,Exhibit: 40,"DÃ¶hler is a global producer, marketer, and provider of technology-driven natural ingredients, ingredient systems, and integrated solutions for various industries including food, beverage, and nutrition.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/2a03c301d54302f248ed42814c5f26c5,"CSBSYSTEM, ???",upcoming,very high,Russia,Food & Beverages,Total Events: 1,"CSB offers specialized ERP solutions for various industries including food & beverages, meat, trade & logistics, chemistry, pharmaceuticals, and cosmetics.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/49430bd85983f40598236d4e8bf1c5c5,Godminster,upcoming,,"Bruton, United Kingdom",Food & Beverages,Exhibit: 7,"Godminster is an organic farming business based in Bruton, Somerset, with a passion for wildlife conservation and creating self-sustaining environments. Known for producing award-winning organic cheddar, Godminster's mission is to be at the heart of every cheeseboard.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/7ca7ec4268aa079689c42039ff3ec328,Agri-Food Export Group QC-CAN,upcoming,high,"Sainte-Julie, Canada",Food & Beverages,Exhibit: 23,"The Agri-food export group supports exporting agrifood companies by optimizing their business development, especially during commercial fairs, through targeted markets, strategic buyer meetings, and financial assistance.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/7277bd8cbd0e9a17ac18a2621d77ee5e,Ecolab,upcoming,very high,United States,Food & Beverages,Total Events: 1,,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/e36880f3b58ef7760a3c68ae1abb35c4,Agencia Argentina de Inversiones y Comercio Internacional,upcoming,very high,,Food & Beverages,Exhibit: 30,,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/8284d1ac10b9ab97610915a1c0f0c350,Condessa Welsh Liqueuers,occasional,,United Kingdom,Food & Beverages,Exhibit: 10,,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/fb44649531ee639130d28b0ae68ee077,Ammeraal Beltec,upcoming,very high,Sweden,Food & Beverages,Exhibit: 73,"Ammeraal Beltech is a global leader in the design, manufacturing, and maintenance of processing and transport belts. They offer solutions for various industries including aeroports, automotive, carton, paper and packaging materials, food, logistics, marble and ceramics, metal, recycling, textiles, tabaco, neumatic, and wood processing.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/2ab66a92b49e5b70549d5845c26b1e21,Pac Trading,upcoming,very high,"Rydalmere, Australia",Food & Beverages,Exhibit: 10,PAC Trading is an Australian-based company providing innovative and sustainable disposable packaging solutions for over 20 years.,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/aa8498b601c218fc4c66bf6db53367da,BASILUR,upcoming,very high,"Bandaragama, Sri Lanka",Food & Beverages,Exhibit: 20,"Transforming an internationally beloved, 5,000-year old beverage, into a sophisticated, premium beverage is an achievement that deserves anyone's keen attention. Basilur tea is a company that boasts of this remarkable achievement. Located in a land that is historically renowned for its prized tea leaves, Ceylon-now called Sri Lanka-Basilur obtains the choicest tea leaves from the very source of its growth. This treasured raw material is then combined with the strengths of Basilur. Which are, the highest quality ingredients, unmatched tea blends and innovative, unique designs, to produce an exclusive, premium tea product. With its packing plant and offices established in Colombo, Sri Lanka (Ceylon), BASILUR TEA EXPORT (PVT) LTD is a premier tea trading company exporting the finest of Ceylon Tea to a world-wide clientele.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/8ce4c7d5ec754b800b3887c69bae071c,English Tea Shop UK Ltd,upcoming,high,United Kingdom,Food & Beverages,Exhibit: 10,"English Tea Shop is an organic tea provider, working with finest organic and Fairtrade farmers worldwide.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/66842ae002b70c815a5d766479ad3437,Cookers Bulk Oil Systems,upcoming,very high,Australia,Food & Beverages,Exhibit: 11,"Australian-owned and operated business offering high-quality cooking oil products and services, specializing in fresh cooking oil supply, used cooking oil management, and equipment.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/af0283970f3f1e0b78f3cec0bc97435b,Azelis,upcoming,very high,"Cornellà de Llobregat, Spain",Industrial Engineering,Exhibit: 87,"Azelis is a global innovation service provider in the specialty chemicals and food ingredients industry. The company combines ingredients with ideas in technical laboratories, creating opportunities through innovation. Azelis operates globally with a focus on regional demands, serving more than 63,000 customers with effective, sustainable, and reliable business solutions. They employ over 4,200 talented individuals across 64 countries.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/6db3f99716c1ed49af1c37e0a45982e3,Flanders Investment and Trade  FIT,upcoming,very high,Singapore,Medical & Pharma,Total Events: 1,"Flanders Investment & Trade (FIT) plays a central role in internationalizing Flanders' economy by supporting exports, attracting foreign investments, developing internationalization strategies, and marketing Flanders-based innovation.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/db9fb6194dbd8d90b97468ffbf8d9097,International Flavors & Fragrances,upcoming,very high,United States,Food & Beverages,Total Events: 1,"Cloudflare provides performance and security services for websites, protecting them from online attacks.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/0229cec729be2d2941accb3948882253,BARRY CALLEBAUT,upcoming,very high,United States,Food & Beverages,Total Events: 1,"Barry Callebaut Group is a leading global supplier of high-quality chocolate, cocoa, and related products, based in Switzerland.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/af82fdf88dfd33d44b9ee1cebf04f5bd,Kalsec,upcoming,very high,"Kalamazoo, United States",Food & Beverages,Exhibit: 18,"Our products, derived from natural herbs, spices, vegetables and hops, are translated into easy-to-use liquids ideal for most formulations. These are of the highest quality and consistency available. Kalsec® is the only company whose expertise and resources encompass a full line of all-natural, innovative products and solutions to meet the challenges faced by food and beverage manufacturers throughout the industry and around the world. Kalsec® Southwest, located near Denver City, Texas, specializes in the cultivation, harvest, dehydration and extraction of paprika, rosemary and carrot, as well as specialty herbs and spices. At this location we also process a line of solvent-free expeller pressed extracts that are ideal for supporting your green and sustainability platform. For more than 10 years, Kalsec® Europe (KEU) has been providing local support to the European market, with sales, sampling, applications and warehousing capabilities. Located in Mildenhall, United Kingdom, KEU continues to grow to meet the needs of the European market.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/923b3cb6d3af9aece0faa71d578f2789,Everest Colonial Pty Ltd,upcoming,very high,"Melbourne, Australia",Food & Beverages,Exhibit: 12,"In 1958 an Italian migrant family began supplying the local Italian community with their traditional ice cream desserts such as Cassata and Tartufo, their Gelato and also a selection of pasta and thus, Everest Foods was created. Australia has since become a fusion of the world's most popular cuisines and Everest has expanded its product ranges to suit each part of the Australian life style. At Everest Foods, we believe that our Norgen Vaaz ice cream, Everest Gelato and our Norgen Vaaz sorbet ranges are second to none. We also have an extensive range of frozen desserts as well as a select range of patisserie cakes. On top of that, we also have a large range of delicious pasta varieties. Our Gourmet range of ice cream is truly magical and with flavors like Irish Cream & Scorched Almond, Pecan Caramel, Stairway to Heaven or New York Chunky Choc, to name just a few, the most difficult thing will be choosing which one to have! Our Norgen Vaaz premium range has more than 20 flavors to tempt you as well. For example, why not try our Hokey Pokey, Caramelicious, Chocolate Obsession, Old English Toffee, Cookies & Cream or one of the traditional kid’s favorites, Rainbow. Of course, gelato lovers aren’t left out either! We have our luscious Gelateria range with 19 flavours including Blood Orange, Espresso Coffee, Tiramisu & Panna Cotta. Or maybe you prefer the more traditional flavours of Lemon, Orange, Chocolate or Pistacchio? Whatever you choose, they are guaranteed to delight your taste buds. Kids, Mums and Dads will not only be thrilled with these unique flavors, but will want to keep coming back for more of that tantalizing taste. We've seen flavours come and go but we've always maintained our number one priority; a desire for superior quality products using the finest ingredients we can source.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/f5fccfa39524573856c6a5534b0ffbfe,Apex-Brasil,upcoming,very high,"Brasília, Brazil",Food & Beverages,Total Events: 2,Apex Brasil Agency seeks to increase the number of Brazilian exporting companies and to add value to the list of Brazilian exported products.The Agency also strives to consolidate the countrys presence in traditional markets and to open new markets for the Brazilian products.,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/39be94b863191ea38c44cdd41caa8e8d,Riva Icecream,upcoming,very high,Australia,Food & Beverages,Exhibit: 14,"Riva Real Easy is an Australian ice cream equipment supplier with over 20 years of experience in creating easy-to-use ice cream dispensing systems. Their equipment offers low portion cost, high yield, low waste, improved hygiene, fast product delivery, quality product, low staff involvement, high reliability, low maintenance, and user-friendly design.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/0d937a7d6a5b702c9a408129001de2bc,Wellandgood,upcoming,very high,"Melbourne, Australia",Food & Beverages,Exhibit: 12,"Well and Good is at the forefront of the gluten free industry, continually innovating, creating anddeveloping new products and recipes.We are an Australian made and owned company that creates high quality gluten and allergy free foodthat is very simple to prepare and caters to people with dietary restrictions, intolerances and allergies.We recognise that flavour and taste is the greatest priority so we don't cut out any more ingredientsthan necessary! The end result – a delicious, cost effective product that can be baked at home andliterally served to anyone!Well and Good was created by managing director Sam Barak in 2005 and began in his family garage.Today it is a multi-million dollar business that operates under two main categories: Sales Products, andNew Product Development.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/6380fa55b12e3b69cc53573583fa3d29,Pacizone International Sdn. Bhd.,upcoming,high,"Kuala Lumpur, Malaysia",Industrial Engineering,Exhibit: 547,"Pacific Exhibitions Services (PES) was established in 1993 as an international exhibition organizer, with only two executives at the helm of our operations. Less than a year after its inception, PES began to take root carving a niche in the international market. The driving force behind the excellent performance of PES today is a team of dedicated and committed staffs who continuously unites and cooperates to uphold the name and image of PES.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/7f3091b4e42dda1c791c0923bccb1870,Goma Engineering Pvt. Ltd.,upcoming,very high,"Chennai, India",Food & Beverages,Exhibit: 24,,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/5eb03e7ecc47dceef8891445b0a8c84f,BELBERRY PRESERVES,upcoming,,"Kortrijk, Belgium",Food & Beverages,Exhibit: 10,"THE HISTORY OF BELBERRY STARTED IN 1956, WHEN ANDRE VANDERERFVEN ACQUIRED A SMALL GROCERY STORE ( EPICERIE FINE ) THAT EXISTED SINCE THE LATE 19TH CENTURY IN THE WEST- FLEMISH CITY OF KORTRIJK. HE STARTED WITH THE PRODUCTION OF PRESERVES FOR THE LOCAL MARKET. THIS HAPPENED AFTER THE WIFE OF THE NEIGHBOURHOOD’S PHARMACIST ASKED ANDRÉ TO MAKE HER ORIGINAL MARMALADE WITH AN ANCIENT RECIPE, AFTER SHE WENT TOO OLD TO DO THE HEAVY JOB. WHEN HIS SON THIERRY VANDERERFVEN TOOK OVER IN 1990, HE STARTED WITH EXPANDING THE HOME MADE PRODUCTION AND TO EXPORT THESE DELICIOUS PRESERVES ALL OVER EUROPE. NOWADAYS, YOU CAN FIND BELBERRY JAMS & MARMALADES IN THE BEST DEPARTMENT STORES, THE FINEST DELI SHOPS AND GOURMET STORES ALL OVER THE WORLD. NOTHING BEATS THE EXQUISITE TASTE AND PERFECT COLOUR OF HOME-MADE MARMALADE, CAREFULLY CRAFTED WITH THE BEST FRUITS AND FINEST SUGARS. BELBERRY ROYAL MARMALADE, A PART OF THE BELBERRY BRAND, OFFERS AN ASSORTMENT OF 8 DELIGHTFUL TASTES IN CITRUS-BASED MARMALADE, EACH MADE ACCORDING TO TRADITIONAL METHODS.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/abfafb3b0f9112694b3423cc835ef531,Bath Soft Cheese,dormant,low,"London, United Kingdom",Agriculture & Forestry,Exhibit: 4,"Here at Park Farm, my family have been happily milking a herd of cows for three generations. A few years ago we thought we would try making cheese. The cheese is made in the same buildings in which my grandmother made her cheddar. The cows are just a few hundred yards away.   The local Bath Cheese was once well known, and in its heyday was recommended to Admiral Lord Nelson in a letter from his father (dated 1801).   We found the recipe in an old grocer’s recipe book. It stipulates that the cheese must be made with full cream milk, that salt be sprinkled on the young cheeses with the aid of a feather, and that the cheese was soft and covered with white mould.   Today the Bath Soft Cheese that we make (without the aid of feathers) frequently wins awards and we supply shops and delicatessens all over the country.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/0108a2e864b2780e9e46997d10254ddf,Aakar Expocomm,upcoming,very high,"Ahmedabad, India",Arts & Crafts,Total Events: 57,"MarianneB Van Der Haar is an artist known for her expressive mixed media paintings that explore the concepts of color, flow, and balance. Self-taught, she uses a combination of synthesis and spirit to create energetic and sensual spatial flows. Her work ranges from abstract to figurative and is influenced by her travels and experiences living in various countries.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/aa335fc1839da15ff701186f59639521,Bunn-O-Matic Corp. of Canada,upcoming,very high,"Springfield, United States",Food & Beverages,Exhibit: 36,"Understanding and responding to customer requirements has always been important to the Bunn-O-Matic Corporation (BUNN®). Founded upon five generations of family entrepreneurship, BUNN has become a global partner you can count on for profitable, reliable beverage equipment and outstanding post-purchase support wherever customers are served.  The company is committed to delivering the highest possible quality beverage in each cup through its complete line of dispensed beverage equipment including coffee brewers and grinders; liquid coffee dispensers, iced tea brewers; hot chocolate, granita, and juice machines; precise temperature water systems; water quality systems and paper filters.  BUNN assures high quality products by adhering to strict guidelines at production plants. This dedication to quality resulted in an upgrade in the manufacturing facilities' quality management registration through ISO 9001:2008.  With thousands of loyal commercial and home customers, the BUNN brand is synonymous with honesty, integrity, courtesy and quality, all of which work together to uphold the company's brand promise, A Partner You Can Count On™.  The global headquarters are located in Springfield, Illinois, USA, where the company strives for total customer satisfaction through superior equipment and unmatched customer service with support from plants and warehouses in five North American locations, as well as warehouses or offices in Mexico, Brazil, Germany, China and the United Kingdom.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
https://gtm.whr.ai/internal/company/c270a3c39c4d5a86c31dbbd144f2fae1,"Admix, Inc",upcoming,high,"Manchester, United States",Food & Beverages,Exhibit: 17,"As one of the premier manufacturers of stainless steel and other innovative mixing technologies Admix understands your business and provides solutions to your toughest mixing challenges. We have the field service experience to assist you with your formulation, improve productivity, and lower formulation costs with our high performance mixing equipment.We have mixing systems to suit all your mixing, blending and particle size reduction needs whether you require intank batch mixing, inline mixing & milling or powder induction. Our equipment has been proven to increase profits and reduce maintenance.We specialize in the manufacture of sanitary high speed dispersers, high shear emulsifiers, inline emulsifiers and wet mills, sanitary static mixers and blenders, low speed stainless batch mixers and vacuum conveying and powder delivery mix stations.Our equipment complies with the newest and toughest hygienic and safety standards, including3-A, USDA – Dairy, USDA – AMS, and AG – Canada. Our systems are available in corrosion-free stainless steel configurations, including the motor and drive frame, from ½ HP lab models through 100 HP production sizes.",,,,,,False,False,False,0,0,0,skip,,,,,,,partial
